2026-06-16 21:38:35,619 INFO speace.live | Accensione organismo (ILF on)...
2026-06-16 21:49:25,151 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:49:25,958 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:49:26,638 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:49:31,269 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:49:32,309 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:49:32,433 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent longterm_planning_supervisor: [Errno 11001] getaddrinfo failed
2026-06-16 21:49:36,112 INFO speace.live | VITALI | tick=245236 phi=0.454 energy=0.793 active=10 SCI=0.861 ILF=0.676 drive=coherence_maintenance
2026-06-16 21:50:08,293 INFO speace.live | VITALI | tick=245254 phi=0.534 energy=0.793 active=7 SCI=0.862 ILF=0.682 drive=information_exploration
2026-06-16 21:50:19,245 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:50:24,124 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:50:25,051 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:50:25,686 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:50:26,487 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:50:27,260 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:50:28,065 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:50:29,044 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:50:29,645 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent self_awareness_supervisor: [Errno 11002] getaddrinfo failed
2026-06-16 21:50:38,319 INFO speace.live | VITALI | tick=245270 phi=0.536 energy=0.793 active=9 SCI=0.862 ILF=0.683 drive=information_exploration
2026-06-16 21:51:08,351 INFO speace.live | VITALI | tick=245287 phi=0.555 energy=0.793 active=8 SCI=0.863 ILF=0.685 drive=information_exploration
2026-06-16 21:51:15,860 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:51:21,076 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:51:21,792 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:22,438 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:22,984 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:23,501 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:24,243 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:25,315 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:51:25,363 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent neuron_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:51:39,561 INFO speace.live | VITALI | tick=245306 phi=0.541 energy=0.793 active=7 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 21:52:11,341 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:52:15,722 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:52:16,558 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:17,260 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:17,839 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:18,312 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:18,838 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:19,321 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:52:19,322 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent synapse_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:52:52,341 INFO speace.live | VITALI | tick=245317 phi=0.551 energy=0.793 active=7 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 21:53:05,534 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:53:06,187 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:53:06,710 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:07,214 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:07,664 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:08,181 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:08,641 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:09,614 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:53:09,629 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent region_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:53:25,403 INFO speace.live | VITALI | tick=245342 phi=0.598 energy=0.793 active=6 SCI=0.865 ILF=0.688 drive=information_exploration
2026-06-16 21:53:55,807 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:53:57,270 INFO speace.live | VITALI | tick=245365 phi=0.672 energy=0.799 active=2 SCI=0.865 ILF=0.692 drive=energy_conservation
2026-06-16 21:54:01,114 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:54:01,548 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:02,081 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:03,142 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:04,075 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:04,757 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:05,483 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:05,487 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent genome_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:54:28,874 INFO speace.live | VITALI | tick=245386 phi=0.570 energy=0.865 active=5 SCI=0.864 ILF=0.688 drive=energy_conservation
2026-06-16 21:54:51,163 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:54:55,310 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:54:55,969 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:56,825 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:57,377 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:57,783 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:58,201 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:58,722 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:54:58,737 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent runtime_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:55:44,712 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:55:48,941 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:55:49,545 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:50,045 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:50,612 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:51,072 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:51,477 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:52,142 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:55:52,173 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent defense_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:56:38,239 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:56:42,300 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:56:42,803 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:43,289 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:44,048 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:45,120 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:45,687 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:46,112 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:56:46,113 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent memory_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:56:52,140 INFO speace.live | Ciclo evolutivo cycle-560d5c completato | AGI%=47.97 | task=8 | proposte=3 | errori=0
2026-06-16 21:56:54,990 INFO speace.live | VITALI | tick=245398 phi=0.537 energy=0.796 active=6 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 21:57:25,793 INFO speace.live | VITALI | tick=245412 phi=0.671 energy=0.796 active=3 SCI=0.864 ILF=0.692 drive=information_exploration
2026-06-16 21:57:31,596 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:57:35,963 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:57:36,435 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:36,823 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:37,447 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:38,109 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:38,925 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:39,395 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:57:39,399 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent evolution_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:57:55,800 INFO speace.live | VITALI | tick=245430 phi=0.588 energy=0.796 active=5 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 21:58:24,787 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:58:25,816 INFO speace.live | VITALI | tick=245448 phi=0.567 energy=0.796 active=7 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 21:58:29,648 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:58:30,225 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:30,828 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:31,291 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:31,765 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:32,264 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:32,974 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:58:33,005 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent network_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:58:55,880 INFO speace.live | VITALI | tick=245466 phi=0.562 energy=0.796 active=7 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 21:59:19,464 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma4:12b to_model=glm-5.1:cloud reason=timed out
2026-06-16 21:59:25,046 WARNING speace_agi_team.agent_base | llm_fallback from_model=glm-5.1:cloud to_model=deepseek-v4-pro:cloud reason=[Errno 11002] getaddrinfo failed
2026-06-16 21:59:25,438 WARNING speace_agi_team.agent_base | llm_fallback from_model=deepseek-v4-pro:cloud to_model=Kimi-K2.7-Code:cloud reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:25,880 WARNING speace_agi_team.agent_base | llm_fallback from_model=Kimi-K2.7-Code:cloud to_model=gemma3:12b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:26,386 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:12b to_model=llama3.1:8b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:26,441 INFO speace.live | VITALI | tick=245484 phi=0.581 energy=0.796 active=6 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 21:59:26,740 WARNING speace_agi_team.agent_base | llm_fallback from_model=llama3.1:8b to_model=qwen3.5:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:27,173 WARNING speace_agi_team.agent_base | llm_fallback from_model=qwen3.5:4b to_model=gemma3:4b reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:27,947 WARNING speace_agi_team.agent_base | llm_fallback from_model=gemma3:4b to_model=none reason=[Errno 11001] getaddrinfo failed
2026-06-16 21:59:28,122 ERROR speace_agi_team.agent_base | All LLM fallbacks failed for agent embodiment_tech: [Errno 11001] getaddrinfo failed
2026-06-16 21:59:56,450 INFO speace.live | VITALI | tick=245502 phi=0.645 energy=0.796 active=4 SCI=0.865 ILF=0.691 drive=information_exploration
2026-06-16 22:00:26,893 INFO speace.live | VITALI | tick=245521 phi=0.554 energy=0.796 active=6 SCI=0.865 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:00:57,063 INFO speace.live | VITALI | tick=245537 phi=0.564 energy=0.796 active=5 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:01:27,111 INFO speace.live | VITALI | tick=245552 phi=0.570 energy=0.796 active=5 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:02:46,005 INFO speace.live | VITALI | tick=245568 phi=0.537 energy=0.796 active=7 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 22:03:18,248 INFO speace.live | VITALI | tick=245590 phi=0.564 energy=0.796 active=7 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:03:49,059 INFO speace.live | VITALI | tick=245608 phi=0.622 energy=0.799 active=5 SCI=0.865 ILF=0.689 drive=information_exploration
2026-06-16 22:04:20,328 INFO speace.live | VITALI | tick=245630 phi=0.609 energy=0.801 active=5 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:06:34,708 INFO speace.live | Ciclo evolutivo cycle-a4bcd1 completato | AGI%=46.92 | task=8 | proposte=3 | errori=0
2026-06-16 22:06:35,372 INFO speace.live | VITALI | tick=245648 phi=0.540 energy=0.796 active=8 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 22:07:05,377 INFO speace.live | VITALI | tick=245665 phi=0.548 energy=0.796 active=5 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 22:07:37,211 INFO speace.live | VITALI | tick=245684 phi=0.631 energy=0.796 active=4 SCI=0.864 ILF=0.690 drive=information_exploration
2026-06-16 22:08:07,231 INFO speace.live | VITALI | tick=245701 phi=0.537 energy=0.796 active=7 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 22:08:38,822 INFO speace.live | VITALI | tick=245721 phi=0.580 energy=0.796 active=4 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:09:08,830 INFO speace.live | VITALI | tick=245740 phi=0.574 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:09:39,559 INFO speace.live | VITALI | tick=245759 phi=0.576 energy=0.796 active=5 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 22:10:09,578 INFO speace.live | VITALI | tick=245778 phi=0.519 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=information_exploration
2026-06-16 22:10:39,588 INFO speace.live | VITALI | tick=245797 phi=0.567 energy=0.796 active=6 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 22:11:09,594 INFO speace.live | VITALI | tick=245815 phi=0.610 energy=0.796 active=5 SCI=0.864 ILF=0.688 drive=coherence_maintenance
2026-06-16 22:12:02,909 INFO speace.live | VITALI | tick=245832 phi=0.524 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:12:33,360 INFO speace.live | VITALI | tick=245860 phi=0.644 energy=0.837 active=3 SCI=0.865 ILF=0.691 drive=information_exploration
2026-06-16 22:13:03,608 INFO speace.live | VITALI | tick=245887 phi=0.550 energy=0.801 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:14:46,333 INFO speace.live | Ciclo evolutivo cycle-20bfe6 completato | AGI%=47.37 | task=8 | proposte=3 | errori=0
2026-06-16 22:14:46,819 INFO speace.live | VITALI | tick=245912 phi=0.575 energy=0.796 active=7 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:15:18,100 INFO speace.live | VITALI | tick=245931 phi=0.574 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:15:48,792 INFO speace.live | VITALI | tick=245950 phi=0.539 energy=0.796 active=7 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 22:16:19,466 INFO speace.live | VITALI | tick=245970 phi=0.575 energy=0.796 active=5 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:16:49,471 INFO speace.live | VITALI | tick=245988 phi=0.606 energy=0.796 active=4 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:17:19,502 INFO speace.live | VITALI | tick=246006 phi=0.590 energy=0.796 active=5 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:17:49,534 INFO speace.live | VITALI | tick=246025 phi=0.572 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:18:19,616 INFO speace.live | VITALI | tick=246043 phi=0.562 energy=0.796 active=7 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:18:50,207 INFO speace.live | VITALI | tick=246062 phi=0.547 energy=0.796 active=7 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 22:19:20,307 INFO speace.live | VITALI | tick=246080 phi=0.568 energy=0.796 active=7 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:20:15,424 INFO speace.live | VITALI | tick=246098 phi=0.507 energy=0.796 active=9 SCI=0.864 ILF=0.682 drive=coherence_maintenance
2026-06-16 22:20:46,893 INFO speace.live | VITALI | tick=246126 phi=0.614 energy=0.837 active=3 SCI=0.864 ILF=0.689 drive=coherence_maintenance
2026-06-16 22:21:17,406 INFO speace.live | VITALI | tick=246152 phi=0.511 energy=0.801 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:23:00,271 INFO speace.live | Ciclo evolutivo cycle-b24ef9 completato | AGI%=46.80 | task=8 | proposte=3 | errori=0
2026-06-16 22:23:03,541 INFO speace.live | VITALI | tick=246179 phi=0.564 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:23:33,543 INFO speace.live | VITALI | tick=246198 phi=0.610 energy=0.796 active=5 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:24:03,546 INFO speace.live | VITALI | tick=246215 phi=0.535 energy=0.796 active=7 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 22:24:33,626 INFO speace.live | VITALI | tick=246234 phi=0.557 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:25:03,644 INFO speace.live | VITALI | tick=246253 phi=0.619 energy=0.796 active=5 SCI=0.864 ILF=0.689 drive=information_exploration
2026-06-16 22:25:33,850 INFO speace.live | VITALI | tick=246272 phi=0.608 energy=0.796 active=3 SCI=0.864 ILF=0.688 drive=coherence_maintenance
2026-06-16 22:26:03,868 INFO speace.live | VITALI | tick=246291 phi=0.515 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:26:35,174 INFO speace.live | VITALI | tick=246310 phi=0.627 energy=0.796 active=4 SCI=0.865 ILF=0.689 drive=information_exploration
2026-06-16 22:27:05,212 INFO speace.live | VITALI | tick=246329 phi=0.607 energy=0.796 active=6 SCI=0.865 ILF=0.688 drive=information_exploration
2026-06-16 22:27:35,697 INFO speace.live | VITALI | tick=246348 phi=0.599 energy=0.796 active=4 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:28:32,618 INFO speace.live | VITALI | tick=246366 phi=0.549 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:29:03,319 INFO speace.live | VITALI | tick=246395 phi=0.684 energy=0.837 active=3 SCI=0.864 ILF=0.694 drive=information_exploration
2026-06-16 22:29:33,326 INFO speace.live | VITALI | tick=246417 phi=0.552 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:30:03,365 INFO speace.live | VITALI | tick=246439 phi=0.682 energy=0.810 active=2 SCI=0.864 ILF=0.693 drive=coherence_maintenance
2026-06-16 22:31:27,586 INFO speace.live | Ciclo evolutivo cycle-04a183 completato | AGI%=47.92 | task=8 | proposte=3 | errori=0
